Speaker,enunciado,número
Speaker: Rachel,"enunciado: ""Eu não acredito nisso!""",número: 1
Speaker: Rachel,"enunciado: ""Essa foi boa!""",número: 5
Speaker: Rachel,"enunciado: ""Quem pegou meu café?""",número: 2
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 2
Speaker: Joey,"enunciado: ""Achei que tinha acabado.""",número: 7
Speaker: Ross,"enunciado: ""Sério, isso é hilário.""",número: 7
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 5
Speaker: Joey,"enunciado: ""Isso é mais difícil do que parece.""",número: 5
Speaker: Monica,"enunciado: ""Eu preciso de férias.""",número: 7
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 4
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 1
Speaker: Joey,"enunciado: ""Eu preciso de férias.""",número: 3
Speaker: Chandler,"enunciado: ""Você só pode estar brincando.""",número: 2
Speaker: Chandler,"enunciado: ""Você não entende nunca?""",número: 4
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 5
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 3
Speaker: Phoebe,"enunciado: ""Eu não quero falar sobre isso.""",número: 4
Speaker: Phoebe,"enunciado: ""Eu não quero falar sobre isso.""",número: 6
Speaker: Rachel,"enunciado: ""Essa foi boa!""",número: 7
Speaker: Ross,"enunciado: ""Uau, isso é incrível!""",número: 6
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 3
Speaker: Joey,"enunciado: ""Essa foi boa!""",número: 7
Speaker: Phoebe,"enunciado: ""Você só pode estar brincando.""",número: 7
Speaker: Chandler,"enunciado: ""Isso é muito triste.""",número: 7
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 2
Speaker: Phoebe,"enunciado: ""Posso cantar uma música sobre isso?""",número: 4
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 6
Speaker: Ross,"enunciado: ""Você fez isso de propósito?""",número: 4
Speaker: Monica,"enunciado: ""Achei que seria diferente.""",número: 2
Speaker: Joey,"enunciado: ""Você fez isso de propósito?""",número: 1
Speaker: Chandler,"enunciado: ""Você só pode estar brincando.""",número: 4
Speaker: Ross,"enunciado: ""Essa foi boa!""",número: 3
Speaker: Ross,"enunciado: ""Isso é maravilhoso!""",número: 3
Speaker: Joey,"enunciado: ""Posso cantar uma música sobre isso?""",número: 1
Speaker: Phoebe,"enunciado: ""Não vou cair nessa de novo.""",número: 7
Speaker: Chandler,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Phoebe,"enunciado: ""Isso é maravilhoso!""",número: 3
Speaker: Rachel,"enunciado: ""Não vou cair nessa de novo.""",número: 1
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Ross,"enunciado: ""Isso é assustador.""",número: 2
Speaker: Ross,"enunciado: ""Eu não quero falar sobre isso.""",número: 3
Speaker: Rachel,"enunciado: ""Eu preciso de férias.""",número: 1
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 3
Speaker: Rachel,"enunciado: ""Essa foi boa!""",número: 5
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 1
Speaker: Rachel,"enunciado: ""Você fez isso de propósito?""",número: 6
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 3
Speaker: Phoebe,"enunciado: ""Quem pegou meu café?""",número: 2
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Monica,"enunciado: ""Eu não acredito nisso!""",número: 6
Speaker: Ross,"enunciado: ""Quem pegou meu café?""",número: 4
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 3
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 5
Speaker: Monica,"enunciado: ""Eu preciso de férias.""",número: 4
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 7
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 2
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 5
Speaker: Joey,"enunciado: ""Você só pode estar brincando.""",número: 3
Speaker: Rachel,"enunciado: ""Não vou cair nessa de novo.""",número: 2
Speaker: Ross,"enunciado: ""Achei que tinha acabado.""",número: 2
Speaker: Monica,"enunciado: ""Isso é mais difícil do que parece.""",número: 7
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 2
Speaker: Joey,"enunciado: ""Uau, isso é incrível!""",número: 4
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 6
Speaker: Chandler,"enunciado: ""Eu não acredito nisso!""",número: 7
Speaker: Rachel,"enunciado: ""Eu não acredito nisso!""",número: 2
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 7
Speaker: Monica,"enunciado: ""Não vou cair nessa de novo.""",número: 5
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 5
Speaker: Ross,"enunciado: ""Isso é maravilhoso!""",número: 6
Speaker: Rachel,"enunciado: ""Por que sempre comigo?""",número: 7
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 6
Speaker: Ross,"enunciado: ""Achei que tinha acabado.""",número: 2
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 5
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 4
Speaker: Chandler,"enunciado: ""Ok, isso é nojento.""",número: 6
Speaker: Monica,"enunciado: ""Eu preciso de férias.""",número: 1
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 3
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 5
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 3
Speaker: Joey,"enunciado: ""Você fez isso de propósito?""",número: 5
Speaker: Monica,"enunciado: ""Eu não quero falar sobre isso.""",número: 4
Speaker: Monica,"enunciado: ""Achei que tinha acabado.""",número: 7
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 2
Speaker: Rachel,"enunciado: ""Você só pode estar brincando.""",número: 2
Speaker: Phoebe,"enunciado: ""Eu preciso de férias.""",número: 5
Speaker: Ross,"enunciado: ""Você só pode estar brincando.""",número: 5
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 5
Speaker: Chandler,"enunciado: ""Eu não quero falar sobre isso.""",número: 6
Speaker: Rachel,"enunciado: ""Eu não acredito nisso!""",número: 2
Speaker: Phoebe,"enunciado: ""Isso é mais difícil do que parece.""",número: 3
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 1
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 4
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 4
Speaker: Ross,"enunciado: ""Achei que tinha acabado.""",número: 4
Speaker: Joey,"enunciado: ""Isso é mais difícil do que parece.""",número: 4
Speaker: Chandler,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Ross,"enunciado: ""Eu preciso de férias.""",número: 4
Speaker: Monica,"enunciado: ""Eu não quero falar sobre isso.""",número: 4
Speaker: Rachel,"enunciado: ""Isso é maravilhoso!""",número: 1
Speaker: Ross,"enunciado: ""Isso é maravilhoso!""",número: 7
Speaker: Phoebe,"enunciado: ""Sério, isso é hilário.""",número: 3
Speaker: Phoebe,"enunciado: ""Quem pegou meu café?""",número: 4
Speaker: Rachel,"enunciado: ""Eu preciso de férias.""",número: 1
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 2
Speaker: Phoebe,"enunciado: ""Uau, isso é incrível!""",número: 2
Speaker: Monica,"enunciado: ""Você não entende nunca?""",número: 2
Speaker: Monica,"enunciado: ""Sério, isso é hilário.""",número: 6
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Rachel,"enunciado: ""Isso é assustador.""",número: 6
Speaker: Monica,"enunciado: ""Isso é muito triste.""",número: 4
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 1
Speaker: Phoebe,"enunciado: ""Achei que seria diferente.""",número: 3
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Monica,"enunciado: ""Ok, isso é nojento.""",número: 7
Speaker: Rachel,"enunciado: ""Eu não acredito nisso!""",número: 4
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 1
Speaker: Joey,"enunciado: ""Eu preciso de férias.""",número: 7
Speaker: Ross,"enunciado: ""Eu preciso de férias.""",número: 6
Speaker: Chandler,"enunciado: ""Posso cantar uma música sobre isso?""",número: 2
Speaker: Phoebe,"enunciado: ""Essa foi boa!""",número: 2
Speaker: Phoebe,"enunciado: ""Sério, isso é hilário.""",número: 6
Speaker: Phoebe,"enunciado: ""Uau, isso é incrível!""",número: 5
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 7
Speaker: Joey,"enunciado: ""Sério, isso é hilário.""",número: 6
Speaker: Rachel,"enunciado: ""Eu preciso de férias.""",número: 1
Speaker: Joey,"enunciado: ""Isso é maravilhoso!""",número: 1
Speaker: Monica,"enunciado: ""Eu não acredito nisso!""",número: 6
Speaker: Monica,"enunciado: ""Isso é assustador.""",número: 5
Speaker: Ross,"enunciado: ""Você só pode estar brincando.""",número: 7
Speaker: Chandler,"enunciado: ""Isso é muito triste.""",número: 6
Speaker: Chandler,"enunciado: ""Posso cantar uma música sobre isso?""",número: 1
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 2
Speaker: Joey,"enunciado: ""Não vou cair nessa de novo.""",número: 6
Speaker: Joey,"enunciado: ""Você não entende nunca?""",número: 3
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 6
Speaker: Chandler,"enunciado: ""Sério, isso é hilário.""",número: 2
Speaker: Rachel,"enunciado: ""Ok, isso é nojento.""",número: 7
Speaker: Phoebe,"enunciado: ""Eu preciso de férias.""",número: 4
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 5
Speaker: Monica,"enunciado: ""Isso é assustador.""",número: 1
Speaker: Phoebe,"enunciado: ""Eu não acredito nisso!""",número: 1
Speaker: Rachel,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 3
Speaker: Monica,"enunciado: ""Posso cantar uma música sobre isso?""",número: 7
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 3
Speaker: Joey,"enunciado: ""Ok, isso é nojento.""",número: 2
Speaker: Joey,"enunciado: ""Você só pode estar brincando.""",número: 2
Speaker: Phoebe,"enunciado: ""Quem pegou meu café?""",número: 4
Speaker: Joey,"enunciado: ""Não vou cair nessa de novo.""",número: 5
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 5
Speaker: Phoebe,"enunciado: ""Sério, isso é hilário.""",número: 3
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 5
Speaker: Joey,"enunciado: ""Não vou cair nessa de novo.""",número: 3
Speaker: Joey,"enunciado: ""Você fez isso de propósito?""",número: 7
Speaker: Phoebe,"enunciado: ""Você só pode estar brincando.""",número: 1
Speaker: Monica,"enunciado: ""Isso é assustador.""",número: 2
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 4
Speaker: Chandler,"enunciado: ""Você fez isso de propósito?""",número: 1
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 4
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 4
Speaker: Chandler,"enunciado: ""Isso é muito triste.""",número: 3
Speaker: Monica,"enunciado: ""Não vou cair nessa de novo.""",número: 2
Speaker: Phoebe,"enunciado: ""Isso é assustador.""",número: 3
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 7
Speaker: Joey,"enunciado: ""Isso é assustador.""",número: 2
Speaker: Monica,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Ross,"enunciado: ""Eu não acredito nisso!""",número: 7
Speaker: Chandler,"enunciado: ""Por que sempre comigo?""",número: 5
Speaker: Chandler,"enunciado: ""Eu não acredito nisso!""",número: 7
Speaker: Ross,"enunciado: ""Isso é mais difícil do que parece.""",número: 5
Speaker: Chandler,"enunciado: ""Você não entende nunca?""",número: 2
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 1
Speaker: Rachel,"enunciado: ""Quem pegou meu café?""",número: 5
Speaker: Monica,"enunciado: ""Achei que tinha acabado.""",número: 5
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 6
Speaker: Monica,"enunciado: ""Eu preciso de férias.""",número: 3
Speaker: Phoebe,"enunciado: ""Achei que tinha acabado.""",número: 1
Speaker: Monica,"enunciado: ""Posso cantar uma música sobre isso?""",número: 2
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 4
Speaker: Phoebe,"enunciado: ""Por que sempre comigo?""",número: 6
Speaker: Joey,"enunciado: ""Por que sempre comigo?""",número: 4
Speaker: Monica,"enunciado: ""Você não entende nunca?""",número: 6
Speaker: Phoebe,"enunciado: ""Você não entende nunca?""",número: 3
Speaker: Rachel,"enunciado: ""Uau, isso é incrível!""",número: 3
Speaker: Ross,"enunciado: ""Ok, isso é nojento.""",número: 6
Speaker: Phoebe,"enunciado: ""Isso é maravilhoso!""",número: 3
Speaker: Chandler,"enunciado: ""Isso é assustador.""",número: 3
Speaker: Phoebe,"enunciado: ""Isso é maravilhoso!""",número: 6
Speaker: Rachel,"enunciado: ""Essa foi boa!""",número: 1
Speaker: Phoebe,"enunciado: ""Achei que tinha acabado.""",número: 6
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 6
Speaker: Chandler,"enunciado: ""Ok, isso é nojento.""",número: 5
Speaker: Joey,"enunciado: ""Ok, isso é nojento.""",número: 2
Speaker: Rachel,"enunciado: ""Ok, isso é nojento.""",número: 7
Speaker: Monica,"enunciado: ""Achei que seria diferente.""",número: 6
Speaker: Joey,"enunciado: ""Isso é muito triste.""",número: 5
Speaker: Monica,"enunciado: ""Isso é maravilhoso!""",número: 1
Speaker: Phoebe,"enunciado: ""Isso é mais difícil do que parece.""",número: 4
Speaker: Ross,"enunciado: ""Sério, isso é hilário.""",número: 4
Speaker: Phoebe,"enunciado: ""Essa foi boa!""",número: 4
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 3
Speaker: Chandler,"enunciado: ""Eu preciso de férias.""",número: 7
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 5
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 1
Speaker: Chandler,"enunciado: ""Não vou cair nessa de novo.""",número: 5
Speaker: Phoebe,"enunciado: ""Ok, isso é nojento.""",número: 5
Speaker: Monica,"enunciado: ""Isso é muito triste.""",número: 4
Speaker: Ross,"enunciado: ""Eu preciso de férias.""",número: 5
Speaker: Joey,"enunciado: ""Quem pegou meu café?""",número: 1
Speaker: Chandler,"enunciado: ""Ok, isso é nojento.""",número: 4
Speaker: Chandler,"enunciado: ""Achei que tinha acabado.""",número: 2
Speaker: Phoebe,"enunciado: ""Você fez isso de propósito?""",número: 2
Speaker: Chandler,"enunciado: ""Achei que seria diferente.""",número: 7
Speaker: Phoebe,"enunciado: ""Posso cantar uma música sobre isso?""",número: 5
Speaker: Joey,"enunciado: ""Sério, isso é hilário.""",número: 5
Speaker: Ross,"enunciado: ""Achei que tinha acabado.""",número: 3
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Chandler,"enunciado: ""Por que sempre comigo?""",número: 1
Speaker: Joey,"enunciado: ""Eu preciso de férias.""",número: 3
Speaker: Chandler,"enunciado: ""Por que sempre comigo?""",número: 5
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 5
Speaker: Monica,"enunciado: ""Isso é maravilhoso!""",número: 1
Speaker: Monica,"enunciado: ""Por que sempre comigo?""",número: 7
Speaker: Monica,"enunciado: ""Você só pode estar brincando.""",número: 4
Speaker: Rachel,"enunciado: ""Isso é maravilhoso!""",número: 3
Speaker: Joey,"enunciado: ""Achei que seria diferente.""",número: 3
Speaker: Monica,"enunciado: ""Uau, isso é incrível!""",número: 1
Speaker: Chandler,"enunciado: ""Você não entende nunca?""",número: 6
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Rachel,"enunciado: ""Isso é muito triste.""",número: 2
Speaker: Phoebe,"enunciado: ""Achei que tinha acabado.""",número: 6
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 3
Speaker: Monica,"enunciado: ""Eu preciso de férias.""",número: 1
Speaker: Rachel,"enunciado: ""Isso é mais difícil do que parece.""",número: 5
Speaker: Joey,"enunciado: ""Eu não acredito nisso!""",número: 1
Speaker: Rachel,"enunciado: ""Você não entende nunca?""",número: 1
Speaker: Chandler,"enunciado: ""Quem pegou meu café?""",número: 5
Speaker: Joey,"enunciado: ""Você não entende nunca?""",número: 3
Speaker: Chandler,"enunciado: ""Quem pegou meu café?""",número: 6
Speaker: Joey,"enunciado: ""Uau, isso é incrível!""",número: 1
Speaker: Chandler,"enunciado: ""Achei que seria diferente.""",número: 1
Speaker: Ross,"enunciado: ""Isso é maravilhoso!""",número: 1
Speaker: Monica,"enunciado: ""Você fez isso de propósito?""",número: 5
Speaker: Ross,"enunciado: ""Isso é muito triste.""",número: 4
Speaker: Ross,"enunciado: ""Sério, isso é hilário.""",número: 7
Speaker: Ross,"enunciado: ""Achei que seria diferente.""",número: 2
